feature,importance
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_No ha cambiado",0.019242043696719297
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Nada,0.018625324583699206
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Poco,0.01810737652594166
Percepción sobre el uso de IA en campañas políticas   [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_De acuerdo,0.01698191705178137
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_Sí",0.016825059722415298
¿A qué facultad o unidad académica pertenece?_Facultad de Ingeniería y Ciencias Aplicadas,0.016150236605756076
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Siempre",0.01583217834598843
"identifica_ia_Sí, fácilmente",0.015743796916943262
"percibe_automatizacion_Tal vez, pero no estoy seguro/a",0.015450663340709683
¿Participó activamente en redes sociales o medios digitales durantes las ultimas elecciones presidenciales de 2025?_Prefiero no responder,0.015359151581405071
"¿Vio alguna vez un video, imagen, audio o noticia política de la campaña entre Luisa González y Daniel Noboa que le pareció falso, manipulado o generado con IA?_Sí, algunas veces",0.015345219384210997
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Rara vez",0.014813545978420859
¿Por quién votó en la segunda vuelta presidencial de 2025?_Daniel Noboa,0.01470015342754969
Percepción sobre el uso de IA en campañas políticas   [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_Totalmente en desacuerdo,0.014584074925688527
genero_Femenino,0.014011066028751185
genero_Masculino,0.013970815194942702
identifica_ia_A veces,0.013846204290410655
Percepción sobre el uso de IA en campañas políticas   [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_Totalmente de acuerdo,0.013174543098110293
"¿A través de qué dispositivos accede principalmente a Internet?_Smartphone, Computadora",0.013004810031139933
Percepción sobre el uso de IA en campañas políticas   [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_Ni de acuerdo ni en desacuerdo,0.012751244407610935
edad_18-24,0.01267777820373873
edad_25-34,0.01261852553710985
Percepción sobre el uso de IA en campañas políticas   [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Totalmente de acuerdo,0.012264284454181013
Percepción sobre el uso de IA en campañas políticas   [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_En desacuerdo,0.012218719082431922
Percepción sobre el uso de IA en campañas políticas   [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Totalmente en desacuerdo,0.012098768173126136
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_A veces",0.01153010396662045
¿A través de qué dispositivos accede principalmente a Internet?_Smartphone,0.010976435894385224
Percepción sobre el uso de IA en campañas políticas   [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_De acuerdo,0.010947545292279166
Percepción sobre el uso de IA en campañas políticas   [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_Totalmente de acuerdo,0.010795218374702679
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Varias veces al día",0.010542531421448832
