feature,importance
Percepción sobre el uso de IA en campañas políticas [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_num,0.02857382571369505
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_num,0.021733120602280883
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_num,0.021093997354222332
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_num,0.021020029335353043
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_num,0.020919572796829166
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_num,0.020393452558250636
Percepción sobre el uso de IA en campañas políticas [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_En desacuerdo,0.018495698871235776
¿Por quién votó en la segunda vuelta presidencial de 2025?_Daniel Noboa,0.01707557280796783
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_No ha cambiado",0.01600564521221488
Percepción sobre el uso de IA en campañas políticas [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_De acuerdo,0.01600199109687994
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Poco,0.015501039695443832
"¿Vio alguna vez un video, imagen, audio o noticia política de la campaña entre Luisa González y Daniel Noboa que le pareció “falso”, “manipulado” o generado con IA?_Sí, muchas veces",0.014869221020081475
¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Nada,0.014391330744650486
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_Sí, ahora confío menos",0.013972970703590886
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Rara vez",0.013537124818308417
"percibe_automatizacion_Sí, lo he notado claramente",0.013418983946718744
"percibe_automatizacion_Tal vez, pero no estoy seguro/a",0.012752576186910634
identifica_ia_A veces,0.012694925930847978
¿Participó activamente en redes sociales o medios digitales durantes las ultimas elecciones presidenciales de 2025?_Prefiero no responder,0.012682919745835209
edad_25–34,0.012513904888007079
"¿A través de qué dispositivos accede principalmente a Internet?_Smartphone, Computadora",0.012329471848817454
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_Totalmente de acuerdo,0.01229926541322486
¿A través de qué dispositivos accede principalmente a Internet?_Smartphone,0.012204000744928136
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_En desacuerdo,0.012143976358051254
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_A veces",0.012009396669943134
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Ignoré,0.01195463462337635
¿Participó activamente en redes sociales o medios digitales durantes las ultimas elecciones presidenciales de 2025?_No,0.011947133485120194
"¿Vio alguna vez un video, imagen, audio o noticia política de la campaña entre Luisa González y Daniel Noboa que le pareció “falso”, “manipulado” o generado con IA?_Sí, algunas veces",0.011924286117654857
"identifica_ia_Sí, fácilmente",0.011831350245931148
¿Qué tipo de interacción tuvo con el contenido político digital relacionado a la campaña Noboa vs. González?_Solo leí/vi,0.011662351538098633
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Varias veces al día",0.011563984841697517
edad_18–24,0.01108752959641052
conoce_ia_Sí,0.011047304513921895
"¿Considera que el uso de IA en campañas digitales influyó en su decisión de voto en las elecciones presidenciales de 2025?_Sí, algo",0.010958821849555775
¿Por quién votó en la segunda vuelta presidencial de 2025?_Prefiero no responder,0.010954991321995438
"¿Realiza alguna verificación (chequea fuentes, busca noticias, consulta otras personas) de la información política digital antes de compartirla?_Siempre",0.010825625603170267
genero_Masculino,0.010487535390885408
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_De acuerdo,0.010289234437003384
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_No",0.010034629877009336
¿Con qué frecuencia utiliza redes sociales?_Varias veces al día,0.010010599038587076
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_De acuerdo,0.009753171958488011
Percepción sobre el uso de IA en campañas políticas [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_Totalmente en desacuerdo,0.009688208404664314
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_No estoy seguro/a",0.00964265332970868
¿A qué facultad o unidad académica pertenece?_Facultad de Ingeniería y Ciencias Aplicadas,0.009608346916736881
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Totalmente de acuerdo,0.009531580959942996
Percepción sobre el uso de IA en campañas políticas [La inteligencia artificial puede mejorar la transparencia del proceso electoral.]_Ni de acuerdo ni en desacuerdo,0.009523181242787757
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_Totalmente en desacuerdo,0.009301706926974367
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_Ni de acuerdo ni en desacuerdo,0.009123796338711092
Percepción sobre el uso de IA en campañas políticas [El uso de inteligencia artificial en campañas políticas digitales mejora la comunicación entre partidos y ciudadanos.]_Ni de acuerdo ni en desacuerdo,0.00910868262715997
¿Participó activamente en redes sociales o medios digitales durantes las ultimas elecciones presidenciales de 2025?_Sí,0.008844207232754185
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Ni de acuerdo ni en desacuerdo,0.00879871154101944
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Varias veces a la semana",0.008792120266622528
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_De acuerdo,0.00862476280184685
genero_Femenino,0.008499246811383669
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_Ni de acuerdo ni en desacuerdo,0.008252996485967863
Percepción sobre el uso de IA en campañas políticas [La presencia de bots o cuentas falsas en redes sociales reduce mi confianza en la información política digital.]_Totalmente de acuerdo,0.008218253765622654
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_Totalmente de acuerdo,0.008046332406098528
"¿Vio alguna vez un video, imagen, audio o noticia política de la campaña entre Luisa González y Daniel Noboa que le pareció “falso”, “manipulado” o generado con IA?_No estoy seguro/a",0.008034952287048931
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Rara vez",0.00800602959381842
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_No,0.00795199467488623
¿Cree que debería regularse el uso de IA en campañas políticas digitales en el país?_Sí,0.0078639428358323
conoce_ia_No estoy seguro/a,0.00781653217287354
¿Por quién votó en la segunda vuelta presidencial de 2025?_Luisa González,0.007749058487990756
Percepción sobre el uso de IA en campañas políticas [La existencia de deepfakes o contenido manipulado me hace desconfiar más de las campañas políticas digitales.]_Ni de acuerdo ni en desacuerdo,0.007728926731465394
"¿Conoce alguna medida, ley o regulación sobre el uso de IA en campañas políticas en Ecuador?_Sí",0.007702781093364844
conoce_ia_No,0.007661547047060742
"¿Vio alguna vez un video, imagen, audio o noticia política de la campaña entre Luisa González y Daniel Noboa que le pareció “falso”, “manipulado” o generado con IA?_No",0.0076232873188279374
"¿A través de qué dispositivos accede principalmente a Internet?_Smartphone, Computadora, Tablet",0.007596294096896012
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_En desacuerdo,0.007378101912901359
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_De acuerdo,0.007344606032453796
Percepción sobre el uso de IA en campañas políticas [Los partidos pueden manipular mi opinión mediante mensajes personalizados creados con IA.]_Totalmente en desacuerdo,0.007043259442470206
"¿Ha cambiado su confianza en el proceso electoral al saber que existen bots, deepfakes o manipulación mediante IA?_Sí, ahora confío más",0.00663873056946363
Percepción sobre el uso de IA en campañas políticas [Considero que el uso de inteligencia artificial en campañas políticas debería estar regulado por la ley.]_Totalmente en desacuerdo,0.0062896490228953215
rol_uce_Estudiante de pregrado,0.0062666765307402
"Durante la campaña presidencial entre Luisa González y Daniel Noboa, ¿con qué frecuencia vio o recibió contenido político en redes sociales o plataformas digitales?_Una vez al día",0.0061430917540796414
